Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
EARi70x	enoyl-[acyl-carrier-protein] reductase (NADH) (iso-C7:0)	h[c] + nadh[c] + tiC72eACP[c]  -> nad[c] + iC7ACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
EARi70y	enoyl-[acyl-carrier-protein] reductase (NADPH) (iso-C7:0)	nadph[c] + h[c] + tiC72eACP[c]  -> nadp[c] + iC7ACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
EARi80x	enoyl-[acyl-carrier-protein] reductase (NADH) (iso-C8:0)	h[c] + nadh[c] + tiC82eACP[c]  -> nad[c] + iC8ACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
EARi80y	enoyl-[acyl-carrier-protein] reductase (NADPH) (iso-C8:0)	nadph[c] + h[c] + tiC82eACP[c]  -> nadp[c] + iC8ACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
EARi90x	enoyl-[acyl-carrier-protein] reductase (NADH) (iso-C9:0)	h[c] + nadh[c] + tiC92eACP[c]  -> nad[c] + iC9ACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
EARi90y	enoyl-[acyl-carrier-protein] reductase (NADPH) (iso-C9:0)	nadph[c] + h[c] + tiC92eACP[c]  -> nadp[c] + iC9ACP[c] 	SCO1814	0	  0.00	1000.00	  0.00
ETHAAL	Ethanolamine ammonia-lyase	etha[c]  -> nh4[c] + acald[c] 		0	  0.00	1000.00	  0.00
FACOAE100	fatty-acid-CoA thioesterase (decanoate)	h2o[c] + dcacoa[c]  -> coa[c] + h[c] + dca[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE120	fatty-acid-CoA thioesterase (dodecanoate)	h2o[c] + ddcacoa[c]  -> coa[c] + h[c] + ddca[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE140	fatty-acid-CoA thioesterase (tetradecanoate)	h2o[c] + tdcoa[c]  -> coa[c] + h[c] + ttdca[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE141	fatty-acid-CoA thioesterase (tetradecenoate)	h2o[c] + tdecoa[c]  -> coa[c] + h[c] + ttdcea[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE160	fatty-acid-CoA thioesterase (hexadecanoate)	h2o[c] + pmtcoa[c]  -> coa[c] + h[c] + hdca[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE161	fatty-acid-CoA thioesterase (hexadecenoate)	h2o[c] + hdcoa[c]  -> coa[c] + h[c] + hdcea[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE180	fatty-acid-CoA thioesterase (octadecanoate)	h2o[c] + stcoa[c]  -> coa[c] + h[c] + ocdca[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE181	fatty-acid-CoA thioesterase (octadecenoate)	h2o[c] + odecoa[c]  -> coa[c] + h[c] + ocdcea[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE60	fatty-acid-CoA thioesterase (hexanoate)	h2o[c] + hxcoa[c]  -> coa[c] + h[c] + hxa[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAE80	fatty-acid-CoA thioesterase (octanoate)	h2o[c] + occoa[c]  -> coa[c] + h[c] + octa[c] 	(SCO1153 or SCO2773)	0	  0.00	1000.00	  0.00
FACOAL100	fatty-acid-CoA ligase (decanoate)	coa[c] + atp[c] + dca[c]  -> amp[c] + ppi[c] + dcacoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL120	fatty-acid-CoA ligase (dodecanoate)	coa[c] + atp[c] + ddca[c]  -> amp[c] + ppi[c] + ddcacoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL140	fatty-acid-CoA ligase (tetradecanoate)	coa[c] + atp[c] + ttdca[c]  -> amp[c] + ppi[c] + tdcoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL141	fatty-acid-CoA ligase (tetradecenoate)	coa[c] + atp[c] + ttdcea[c]  -> amp[c] + ppi[c] + tdecoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL160	fatty-acid-CoA ligase (hexadecanoate)	coa[c] + atp[c] + hdca[c]  -> amp[c] + ppi[c] + pmtcoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL161	fatty-acid-CoA ligase (hexadecenoate)	coa[c] + atp[c] + hdcea[c]  -> amp[c] + ppi[c] + hdcoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL180	fatty-acid-CoA ligase (octadecanoate)	coa[c] + atp[c] + ocdca[c]  -> amp[c] + ppi[c] + stcoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL181	fatty-acid-CoA ligase (octadecenoate)	coa[c] + atp[c] + ocdcea[c]  -> amp[c] + ppi[c] + odecoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL60	fatty-acid-CoA ligase (hexanoate)	coa[c] + atp[c] + hxa[c]  -> amp[c] + ppi[c] + hxcoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
FACOAL80	fatty-acid-CoA ligase (octanoate)	coa[c] + atp[c] + octa[c]  -> amp[c] + ppi[c] + occoa[c] 	(SCO6196 or SCO6195 or SCO2131 or SCO2444 or SCO2561 or SCO2720 or SCO3436 or SCO4006 or SCO5983 or SCO6552 or SCO6968 or SCO7244)	0	  0.00	1000.00	  0.00
G1PACT	glucosamine-1-phosphate N-acetyltransferase	accoa[c] + gam1p[c]  -> coa[c] + h[c] + acgam1p[c] 	SCO3122	0	  0.00	1000.00	  0.00
GALUi	UTP-glucose-1-phosphate uridylyltransferase (irreversible)	h[c] + g1p[c] + utp[c]  -> ppi[c] + udpg[c] 	SCO3182	0	  0.00	1000.00	  0.00
GDPMNP	GDP-mannose phyrophosphatase	h2o[c] + gdpmann[c]  -> 2 h[c] + man1p[c] + gmp[c] 	SCO0280	0	  0.00	1000.00	  0.00
GF6PTA	glutamine-fructose-6-phosphate transaminase	gln-L[c] + f6p[c]  -> glu-L[c] + gam6p[c] 	(SCO2789 or SCO4740)	0	  0.00	1000.00	  0.00
GLUR	glutamate racemase	glu-D[c]  <=> glu-L[c] 	SCO1018	1	-1000.00	1000.00	  0.00
MAN1PT	mannose-1-phosphate guanylyltransferase	h[c] + man1p[c] + gtp[c]  -> ppi[c] + gdpmann[c] 	(SCO1388 or SCO3039)	0	  0.00	1000.00	  0.00
MI1PP	myo-inositol 1-phosphatase	h2o[c] + mi1p-D[c]  -> inost[c] + pi[c] 	SCO5860	0	  0.00	1000.00	  0.00
PAPPT3	phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	udcpp[c] + ugmda[c]  -> uagmda[c] + ump[c] 	SCO2087	0	  0.00	1000.00	  0.00
PGAMT	phosphoglucosamine mutase	gam1p[c]  <=> gam6p[c] 	SCO4736	1	-1000.00	1000.00	  0.00
T2DECAI	trans-2-decenoyl-ACP isomerase	tdec2eACP[c]  <=> cdec3eACP[c] 		1	-1000.00	1000.00	  0.00
TDPDRE	dTDP-4-dehydrorhamnose 3,5-epimerase	dtdp4d6dg[c]  -> dtdp4d6dm[c] 	SCO0400	0	  0.00	1000.00	  0.00
TDPDRR	dTDP-4-dehydrorhamnose reductase	nadph[c] + h[c] + dtdp4d6dm[c]  -> nadp[c] + dtdprmn[c] 	SCO7194	0	  0.00	1000.00	  0.00
TDPGDH	dTDPglucose 4,6-dehydratase	dtdpglu[c]  -> h2o[c] + dtdp4d6dg[c] 	(SCO0749 or SCO6179)	0	  0.00	1000.00	  0.00
UAAGDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	atp[c] + 26dap-M[c] + uamag[c]  -> h[c] + adp[c] + pi[c] + ugmd[c] 	SCO2089	0	  0.00	1000.00	  0.00
UACMAMO	UDP-N-acetyl-D-mannosamine oxidoreductase	h2o[c] + 2 nad[c] + uacmam[c]  -> 3 h[c] + 2 nadh[c] + uacmamu[c] 	(SCO4773 or SCO5050)	0	  0.00	1000.00	  0.00
UAG2E	UDP-N-acetylglucosamine 2-epimerase	uacgam[c]  <=> uacmam[c] 		1	-1000.00	1000.00	  0.00
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	pep[c] + uacgam[c]  -> pi[c] + uaccg[c] 	(SCO2949 or SCO5998)	0	  0.00	1000.00	  0.00
UAGDP	UDP-N-acetylglucosamine diphosphorylase	h[c] + acgam1p[c] + utp[c]  -> ppi[c] + uacgam[c] 	SCO3122	0	  0.00	1000.00	  0.00
UAGPT3	UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	uagmda[c] + uacgam[c]  -> h[c] + udp[c] + uaagmda[c] 	SCO2084	0	  0.00	1000.00	  0.00
UAMAGS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	atp[c] + glu-D[c] + uama[c]  -> h[c] + adp[c] + pi[c] + uamag[c] 	SCO2086	0	  0.00	1000.00	  0.00
UAMAS	UDP-N-acetylmuramoyl-L-alanine synthetase	ala-L[c] + atp[c] + uamr[c]  -> h[c] + adp[c] + pi[c] + uama[c] 	SCO6060	0	  0.00	1000.00	  0.00
UAPGR	UDP-N-acetylenolpyruvoylglucosamine reductase	nadph[c] + h[c] + uaccg[c]  -> nadp[c] + uamr[c] 	SCO4643	0	  0.00	1000.00	  0.00
UDCPDP	undecaprenyl-diphosphatase	h2o[c] + udcpdp[c]  -> h[c] + pi[c] + udcpp[c] 	(SCO1326 or SCO7047)	0	  0.00	1000.00	  0.00
UDPGD	UDPglucose 6-dehydrogenase	h2o[c] + 2 nad[c] + udpg[c]  -> 3 h[c] + 2 nadh[c] + udpglcur[c] 	SCO3052	0	  0.00	1000.00	  0.00
UGMDDS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	atp[c] + alaala[c] + ugmd[c]  -> h[c] + adp[c] + pi[c] + ugmda[c] 	SCO2088	0	  0.00	1000.00	  0.00
ACONTa	aconitase (half-reaction A, Citrate hydro-lyase)	cit[c]  <=> h2o[c] + acon-C[c] 	SCO5999	1	-1000.00	1000.00	  0.00
ACONTb	aconitase (half-reaction B, Isocitrate hydro-lyase)	h2o[c] + acon-C[c]  <=> icit[c] 	SCO5999	1	-1000.00	1000.00	  0.00
AKGDH	2-Oxogluterate dehydrogenase	coa[c] + nad[c] + akg[c]  -> nadh[c] + co2[c] + succoa[c] 	(SCO5281 and (SCO2181 or SCO7123) and (SCO0884 or SCO2180 or SCO4919))	0	  0.00	1000.00	  0.00
AKGDH2	2-Oxogluterate dehydrogenase (NADP via ferredoxin)	coa[c] + nadp[c] + akg[c]  -> nadph[c] + co2[c] + succoa[c] 	(((SCO4594 and SCO4595) or (SCO6269 and SCO6270)) and SCO0681)	0	  0.00	1000.00	  0.00
CITL	Citrate lyase	cit[c]  -> oaa[c] + ac[c] 	(SCO2033 or SCO6471)	0	  0.00	1000.00	  0.00
CS	citrate synthase	h2o[c] + accoa[c] + oaa[c]  -> coa[c] + h[c] + cit[c] 	(SCO2736 or SCO4388 or SCO5832)	0	  0.00	1000.00	  0.00
FUM	fumarase	h2o[c] + fum[c]  <=> mal-L[c] 	(SCO5042 or SCO5044)	1	-1000.00	1000.00	  0.00
ICDHyr	isocitrate dehydrogenase (NADP)	nadp[c] + icit[c]  <=> nadph[c] + co2[c] + akg[c] 	SCO7000	1	-1000.00	1000.00	  0.00
MDH	malate dehydrogenase	nad[c] + mal-L[c]  <=> h[c] + nadh[c] + oaa[c] 	SCO4827	1	-1000.00	1000.00	  0.00
SUCOAS	succinyl-CoA synthetase (ADP-forming)	coa[c] + atp[c] + succ[c]  <=> succoa[c] + adp[c] + pi[c] 	((SCO4808 and SCO4809) or (SCO6585 and SCO6586))	1	-1000.00	1000.00	  0.00
4HTHRS	4-Hydroxy-L-threonine synthase	h2o[c] + phthr[c]  -> pi[c] + 4hthr[c] 	(SCO4293 or SCO5355)	0	  0.00	1000.00	  0.00
5DOAN	5'-deoxyadenosine nuclosidase	h2o[c] + dad-5[c]  -> ade[c] + 5drib[c] 		0	  0.00	1000.00	  0.00
ACBIPGT	Adenosyl cobinamide phosphate guanyltransferase	h[c] + gtp[c] + adocbip[c]  -> ppi[c] + agdpcbi[c] 	SCO2173	0	  0.00	1000.00	  0.00
ACPpds	acyl-carrier-protein phosphodiesterase	h2o[c] + ACP[c]  -> h[c] + apoACP[c] + pan4p[c] 	SCO0046	0	  0.00	1000.00	  0.00
ACPpdsact	acyl-carrier-protein phosphodiesterase (actinorhodin)	ACPact[c] + h2o[c]  -> h[c] + pan4p[c] + apoACPact[c] 	SCO0046	0	  0.00	1000.00	  0.00
ACPpdscda	acyl-carrier-protein phosphodiesterase (calcium-dependent antibiotics)	h2o[c] + ACPcda[c]  -> h[c] + pan4p[c] + apoACPcda[c] 	SCO0046	0	  0.00	1000.00	  0.00
ACPpdsredL	acyl-carrier-protein phosphodiesterase (redL)	h2o[c] + ACPredL[c]  -> h[c] + pan4p[c] + apoACPredL[c] 	SCO0046	0	  0.00	1000.00	  0.00
ACPpdsredN	acyl-carrier-protein phosphodiesterase (redN)	h2o[c] + ACPredN[c]  -> h[c] + pan4p[c] + apoACPredN[c] 	SCO0046	0	  0.00	1000.00	  0.00
ACPpdsredQ	acyl-carrier-protein phosphodiesterase (redQ)	h2o[c] + ACPredQ[c]  -> h[c] + pan4p[c] + apoACPredQ[c] 	SCO0046	0	  0.00	1000.00	  0.00
ACPS1	acyl-carrier protein synthase	coa[c] + apoACP[c]  -> h[c] + ACP[c] + pap[c] 	SCO4744	0	  0.00	1000.00	  0.00
ACPSact	acyl-carrier protein synthase (actinorhodin)	coa[c] + apoACPact[c]  -> ACPact[c] + h[c] + pap[c] 	SCO4744	0	  0.00	1000.00	  0.00
ACPScda	acyl-carrier protein synthase (calcium-dependent antibiotics)	coa[c] + apoACPcda[c]  -> h[c] + ACPcda[c] + pap[c] 	SCO6673	0	  0.00	1000.00	  0.00
ACPSredL	acyl-carrier protein synthase (redL)	coa[c] + apoACPredL[c]  -> h[c] + ACPredL[c] + pap[c] 	SCO4744	0	  0.00	1000.00	  0.00
ACPSredN	acyl-carrier protein synthase (redN)	coa[c] + apoACPredN[c]  -> h[c] + ACPredN[c] + pap[c] 	SCO4744	0	  0.00	1000.00	  0.00
ACPSredQ	acyl-carrier protein synthase (redQ)	coa[c] + apoACPredQ[c]  -> h[c] + ACPredQ[c] + pap[c] 	SCO4744	0	  0.00	1000.00	  0.00
ADCL	4-aminobenzoate synthase	4adcho[c]  -> h[c] + pyr[c] + 4abz[c] 		0	  0.00	1000.00	  0.00
ADCPS1	adenosylcobinamide-phosphate synthase	atp[c] + adcobhex[c] + appl[c]  -> h[c] + adp[c] + pi[c] + adocbi[c] 	SCO1847	0	  0.00	1000.00	  0.00
ADCPS2	adenosylcobinamide-phosphate synthase	atp[c] + adcobhex[c] + applp[c]  -> h[c] + adp[c] + pi[c] + adocbip[c] 	SCO1847	0	  0.00	1000.00	  0.00
ADCS	4-amino-4-deoxychorismate synthase	gln-L[c] + chor[c]  -> glu-L[c] + 4adcho[c] 	SCO3851	0	  0.00	1000.00	  0.00
ADCYRS	adenosylcobyric acid synthase (glutamine-hydrolysing)	4 h2o[c] + 4 atp[c] + 4 gln-L[c] + adcobdam[c]  -> 4 h[c] + 4 glu-L[c] + 4 adp[c] + 4 pi[c] + adcobhex[c] 	SCO1848	0	  0.00	1000.00	  0.00
ADOCBIK	Adenosyl cobinamide kinase	atp[c] + adocbi[c]  -> h[c] + adp[c] + adocbip[c] 	SCO2173	0	  0.00	1000.00	  0.00
ADOCBLS	Adenosylcobalamin 5'-phosphate synthase	agdpcbi[c] + rdmbzi[c]  -> h[c] + gmp[c] + adocbl[c] 	SCO2177	0	  0.00	1000.00	  0.00
AHMMPS	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	2 h[c] + air[c]  -> pi[c] + 4ahmmp[c] + gcald[c] 	SCO3928	0	  0.00	1000.00	  0.00
AKP1	alkaline phosphatase (Dihydroneopterin)	3 h2o[c] + ahdt[c]  -> 2 h[c] + 3 pi[c] + dhnpt[c] 	(SCO0828 or SCO1290 or SCO2068 or SCO2286)	0	  0.00	1000.00	  0.00
ALATA_D2	D-alanine transaminase	ala-D[c] + pydx5p[c]  -> pyr[c] + pyam5p[c] 	(SCO1087 or SCO4837 or SCO5470 or SCO5364)	0	  0.00	1000.00	  0.00
ALATA_L2	alanine transaminase	ala-L[c] + pydx5p[c]  -> pyr[c] + pyam5p[c] 	(SCO1087 or SCO4837 or SCO5470 or SCO5364)	0	  0.00	1000.00	  0.00
AMAOTr	adenosylmethionine-8-amino-7-oxononanoate transaminase	amet[c] + 8aonn[c]  <=> amob[c] + dann[c] 	SCO1245	1	-1000.00	1000.00	  0.00
AMMQLT9	S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 9)	amet[c] + 2dmmql9[c]  -> h[c] + mql9[c] + ahcys[c] 	(SCO4556 or SCO5940)	0	  0.00	1000.00	  0.00
AOXSr2	8-amino-7-oxononanoate synthase	ala-L[c] + pimACP[c]  -> co2[c] + ACP[c] + 8aonn[c] 	(SCO1243 or SCO5890)	0	  0.00	1000.00	  0.00
APRAUR	5-amino-6-(5-phosphoribosylamino)uracil reductase	nadph[c] + h[c] + 5apru[c]  -> nadp[c] + 5aprbu[c] 	(SCO2688 or SCO6058 or SCO4106)	0	  0.00	1000.00	  0.00
ASP1DC	aspartate 1-decarboxylase	h[c] + asp-L[c]  -> co2[c] + ala-B[c] 	(SCO0978 and SCO3416)	0	  0.00	1000.00	  0.00
ASPO5	L-aspartate oxidase	asp-L[c] + fum[c]  -> h[c] + succ[c] + iasp[c] 	SCO3382	0	  0.00	1000.00	  0.00
ASPO6	L-aspartate oxidase	o2[c] + asp-L[c]  -> h[c] + h2o2[c] + iasp[c] 	SCO3382	0	  0.00	1000.00	  0.00
BACCL	biotin-[acetyl-CoA-carboxylase] ligase	h[c] + atp[c] + btn[c]  -> ppi[c] + btamp[c] 	SCO4927	0	  0.00	1000.00	  0.00
BMOCOS	bis-molybdenum cofactor synthase	moco[c] + mptamp[c]  -> amp[c] + bmoco[c] + cu2[c] 	(SCO3181 or SCO3827)	0	  0.00	1000.00	  0.00
BMOGDS1	bis-molybdopterin guanine dinucleotide synthase (single GDP)	h[c] + gtp[c] + bmoco[c]  -> ppi[c] + bmoco1gdp[c] 	SCO3828	0	  0.00	1000.00	  0.00
BMOGDS2	bis-molybdopterin guanine dinucleotide synthase	h[c] + gtp[c] + bmoco1gdp[c]  -> ppi[c] + bmocogdp[c] 	SCO3828	0	  0.00	1000.00	  0.00
BTS5	Biotin synthase	amet[c] + 2fe2s[c] + dtbt[c]  -> h[c] + dad-5[c] + btn[c] + 2fe1s[c] + met-L[c] 	SCO1244	0	  0.00	1000.00	  0.00
BWCOGDS1	tungsten bispterin guanine dinucleotide synthase (single GDP)	h[c] + gtp[c] + bwco[c]  -> ppi[c] + bwco1gdp[c] 	SCO3828	0	  0.00	1000.00	  0.00
BWCOGDS2	tungsten bispterin guanine dinucleotide synthase	h[c] + gtp[c] + bwco1gdp[c]  -> ppi[c] + bwcogdp[c] 	SCO3828	0	  0.00	1000.00	  0.00
BWCOS	tungsten bispterin cofactor synthase	mptamp[c] + wco[c]  -> amp[c] + cu2[c] + bwco[c] 	(SCO3181 or SCO3827)	0	  0.00	1000.00	  0.00
CBIAT	Cobinamide adenyltransferase	h[c] + atp[c] + cbi[c]  <=> adocbi[c] + pppi[c] 	SCO1851	1	-1000.00	1000.00	  0.00
CBLAT	cob(I)alamin adenosyltransferase	h[c] + atp[c] + cbl1[c]  <=> adocbl[c] + pppi[c] 		1	-1000.00	1000.00	  0.00
CDPMEK	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	atp[c] + 4c2me[c]  -> h[c] + adp[c] + 2p4c2me[c] 	SCO3148	0	  0.00	1000.00	  0.00
CFL	chorismate futalosine-lyase	h[c] + pep[c] + chor[c] + ins[c]  -> h2o[c] + co2[c] + pyr[c] + pi[c] + futal[c] 	SCO4506	0	  0.00	1000.00	  0.00
CIGAMS	cys-1L-myo-inositol 2-deoxy-D-glucopyranoside synthase	atp[c] + cys-L[c] + igam[c]  -> 2 h[c] + amp[c] + ppi[c] + cigam[c] 	SCO1663	0	  0.00	1000.00	  0.00
COCHL	cobaltochelatase	h2o[c] + atp[c] + cobalt2[c] + hgbam[c]  -> 2 h[c] + adp[c] + pi[c] + co2dam[c] 	SCO1849	0	  0.00	1000.00	  0.00
CPC2MT	cobalt-precorrin-2 C20-methyltransferase	amet[c] + copre2[c]  -> h[c] + ahcys[c] + copre3[c] 	SCO1853	0	  0.00	1000.00	  0.00
CPC3MT	cobalt-precorrin-3B C17-methyltransferase	amet[c] + copre3[c]  -> ahcys[c] + copre4[c] 	SCO1857	0	  0.00	1000.00	  0.00
CPC4MT	cobalt-precorrin-4 C11-methyltransferase	amet[c] + copre4[c]  -> h[c] + ahcys[c] + copre5[c] 	SCO1855	0	  0.00	1000.00	  0.00
CPC5MT	cobalt-precorrin-5 C1-methyltransferase	h2o[c] + amet[c] + copre5[c]  -> h[c] + acald[c] + ahcys[c] + copre6[c] 	SCO1857	0	  0.00	1000.00	  0.00
CPC6R	cobalt-precorrin-6A reductase	nadph[c] + h[c] + copre6[c]  -> nadp[c] + codhpre6[c] 	SCO3283	0	  0.00	1000.00	  0.00
CPC8MM	cobalt-precorrin-8X methylmutase	copre8[c]  <=> cobya[c] 	SCO3282	1	-1000.00	1000.00	  0.00
CPMPS	cyclic pyranopterin monophosphate synthase	h2o[c] + gtp[c]  -> ppi[c] + cpmp[c] 	(SCO1821 and SCO3180)	0	  0.00	1000.00	  0.00
CPPPGO2	Oxygen Independent coproporphyrinogen-III oxidase	2 amet[c] + cpppg3[c]  -> 2 co2[c] + 2 dad-5[c] + 2 met-L[c] + pppg9[c] 	SCO2559	0	  0.00	1000.00	  0.00
CYRDAAT	cob(I)yrinic acid a,c-diamide adenosyltransferase	h[c] + atp[c] + co1dam[c]  -> adcobdam[c] + pppi[c] 	SCO1851	0	  0.00	1000.00	  0.00
CYRDAR	cob(II)yrinic acid a,c-diamide reductase	nadh[c] + 2 co2dam[c]  -> h[c] + nad[c] + 2 co1dam[c] 		0	  0.00	1000.00	  0.00
CYRDAS	Cob(II)yrinate a,c-diamide synthase (glutamine-hydrolysing)	h2o[c] + 2 atp[c] + 2 gln-L[c] + cobya[c]  -> h[c] + 2 glu-L[c] + ppi[c] + 2 adp[c] + co2dam[c] 	SCO1852	0	  0.00	1000.00	  0.00
DB4PS	3,4-Dihydroxy-2-butanone-4-phosphate synthase	ru5p-D[c]  -> h[c] + for[c] + db4p[c] 	SCO1441	0	  0.00	1000.00	  0.00
DBTS	dethiobiotin synthase	co2[c] + atp[c] + dann[c]  -> 3 h[c] + adp[c] + pi[c] + dtbt[c] 	SCO1246	0	  0.00	1000.00	  0.00
DHFR	dihydrofolate reductase	nadph[c] + h[c] + dhf[c]  <=> nadp[c] + thf[c] 		1	-1000.00	1000.00	  0.00
DHFS	dihydrofolate synthase	glu-L[c] + atp[c] + dhpt[c]  -> h[c] + adp[c] + pi[c] + dhf[c] 	SCO2614	0	  0.00	1000.00	  0.00
DHFUTALS	de-hypoxanthine futalosine synthase	nad[c] + dhfutal[c]  -> h[c] + nadh[c] + cdhfutal[c] 	SCO4550	0	  0.00	1000.00	  0.00
DHNAI	1,4-dihydroxynaphthoate isomerization (hypothetical reaction)	dh6na[c]  -> dhna[c] 		0	  0.00	1000.00	  0.00
DHNANT4	1,4-dihydroxy-2-naphthoate nonaprenyltransferase	h[c] + dhna[c] + nndp[c]  -> co2[c] + ppi[c] + 2dmmql9[c] 		0	  0.00	1000.00	  0.00
DHNAS	1,4-dihydroxy-6-naphthoate synthase	cdhfutal[c]  -> glyald[c] + dh6na[c] 	SCO4326	0	  0.00	1000.00	  0.00
DHNPA2r	dihydroneopterin aldolase reversible	dhnpt[c]  <=> gcald[c] + 6hmhpt[c] 	SCO3400	1	-1000.00	1000.00	  0.00
DHNPTE	Dihydroneopterin epimerase	dhnpt[c]  <=> dhmpt[c] 	SCO3400	1	-1000.00	1000.00	  0.00
DHPPDA2	diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp)	h[c] + h2o[c] + 25drapp[c]  -> nh4[c] + 5apru[c] 	SCO2688	0	  0.00	1000.00	  0.00
DHPS2	dihydropteroate synthase	4abz[c] + 6hmhptpp[c]  -> ppi[c] + dhpt[c] 	(SCO3398 or SCO5141)	0	  0.00	1000.00	  0.00
DMATT	dimethylallyltranstransferase	dmpp[c] + ipdp[c]  -> ppi[c] + grdp[c] 	(SCO0185 or SCO0565 or SCO5250 or SCO6763)	0	  0.00	1000.00	  0.00
DMBZIDS	5,6-dimethylbenzimidazole synthase	o2[c] + fmnh2[c]  -> dmbzid[c] + dalua[c] + e4p[c] 		0	  0.00	1000.00	  0.00
DMPPS	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	h[c] + nadh[c] + h2mb4p[c]  -> h2o[c] + nad[c] + dmpp[c] 	SCO5058	0	  0.00	1000.00	  0.00
DNADDP	Deaminido NAD diphosphatase	h2o[c] + dnad[c]  -> 2 h[c] + amp[c] + nicrnt[c] 	SCO5186	0	  0.00	1000.00	  0.00
DPCOAK	dephospho-CoA kinase	atp[c] + dpcoa[c]  -> coa[c] + h[c] + adp[c] 	SCO1996	0	  0.00	1000.00	  0.00
DPR	2-dehydropantoate 2-reductase	nadph[c] + h[c] + 2dhp[c]  -> nadp[c] + pant-R[c] 	SCO6562	0	  0.00	1000.00	  0.00
DXPRIi	1-deoxy-D-xylulose reductoisomerase	nadph[c] + h[c] + dxyl5p[c]  -> nadp[c] + 2me4p[c] 	SCO5694	0	  0.00	1000.00	  0.00
DXPS	1-deoxy-D-xylulose 5-phosphate synthase	h[c] + pyr[c] + g3p[c]  -> co2[c] + dxyl5p[c] 	(SCO6013 or SCO6768)	0	  0.00	1000.00	  0.00
